"sample_id","chr","start","end","read.count"
"SRR5398216","9",135881632,135888273,7
"SRR5398215","9",135881632,135888273,3
"SRR5398214","9",135881632,135888273,6
"SRR5398218","9",135881632,135888273,4
"SRR5398217","9",136920515,136921017,1
"SRR5398217","9",137752330,137762820,2
"SRR5398216","9",137752330,137762820,7
"SRR5398214","9",137752330,137762820,1
"SRR5398218","9",137752330,137762820,1
"SRR5398217","9",137834348,137835088,2
"SRR5398216","9",137834348,137835088,2
"SRR5398215","9",137834348,137835088,2
"SRR5398214","9",137834348,137835088,1
"SRR5398218","9",137834348,137835088,1
"SRR5398213","X",1378321,1378812,1
"SRR5398217","X",1378321,1378812,1
"SRR5398216","X",1378321,1378812,4
"SRR5398215","X",1378321,1378812,1
"SRR5398214","X",1378321,1378812,8
"SRR5398218","X",1378321,1378812,2
"SRR5398217","X",1432268,1439144,1
"SRR5398218","X",1432268,1439144,1
"SRR5398217","X",1880496,1885112,2
"SRR5398217","X",2208067,2221229,2
"SRR5398216","X",2208067,2221229,2
"SRR5398217","X",2719660,2738256,3
"SRR5398216","X",2719660,2738256,1
"SRR5398217","X",3817544,3818500,3
"SRR5398216","X",3817544,3818500,10
"SRR5398217","X",3817544,3818703,3
"SRR5398216","X",3817544,3818703,5
"SRR5398215","X",3817544,3818703,2
"SRR5398217","X",3818441,3826729,2
"SRR5398217","X",8062610,8228405,1
"SRR5398217","X",16462842,16463063,2
"SRR5398215","X",16462842,16463063,1
"SRR5398217","X",16667513,16691620,1
"SRR5398217","X",17029525,17103779,2
"SRR5398214","X",17029525,17103779,2
"SRR5398217","X",17462865,17462990,1
"SRR5398217","X",20132181,20138622,2
"SRR5398215","X",20132181,20138622,1
"SRR5398218","X",20132181,20138622,1
"SRR5398217","X",20193486,20195145,1
"SRR5398217","X",24057420,24060182,1
"SRR5398217","X",27589487,27637674,2
"SRR5398217","X",45010960,45037689,4
"SRR5398216","X",45010960,45037689,11
"SRR5398215","X",45010960,45037689,1
"SRR5398214","X",45010960,45037689,1
"SRR5398218","X",45010960,45037689,5
"SRR5398217","X",45082575,45085979,1
"SRR5398217","X",49113550,49113938,2
"SRR5398216","X",49113550,49113938,3
"SRR5398217","X",49281205,49281461,1
"SRR5398216","X",49281205,49281461,2
"SRR5398217","X",51340072,51357027,1
"SRR5398217","X",54552320,54560606,1
"SRR5398217","X",56071764,56073558,2
"SRR5398215","X",56071764,56073558,1
"SRR5398218","X",56071764,56073558,2
"SRR5398217","X",56284312,56299434,2
"SRR5398216","X",56284312,56299434,3
"SRR5398214","X",56284312,56299434,2
"SRR5398217","X",57842245,57850693,3
"SRR5398216","X",57842245,57850693,11
"SRR5398218","X",57842245,57850693,2
"SRR5398217","X",63314996,63323240,3
"SRR5398217","X",65051461,65075912,3
"SRR5398216","X",65051461,65075912,3
"SRR5398213","X",65075473,65113813,1
"SRR5398217","X",65075473,65113813,11
"SRR5398216","X",65075473,65113813,26
"SRR5398217","X",65075843,65113813,4
"SRR5398217","X",65366637,65446000,2
"SRR5398218","X",65366637,65446000,1
"SRR5398217","X",68192918,68201710,2
"SRR5398216","X",68192918,68201710,13
"SRR5398214","X",68192918,68201710,5
"SRR5398217","X",68192918,68206673,2
"SRR5398216","X",68192918,68206673,1
"SRR5398214","X",68192918,68206673,1
"SRR5398218","X",68192918,68206673,1
"SRR5398217","X",71105999,71106590,1
"SRR5398217","X",71421308,71424238,2
"SRR5398216","X",71421308,71424238,24
"SRR5398215","X",71421308,71424238,4
"SRR5398214","X",71421308,71424238,4
"SRR5398218","X",71421308,71424238,3
"SRR5398217","X",71423116,71424238,3
"SRR5398216","X",71423116,71424238,5
"SRR5398214","X",71423116,71424238,4
"SRR5398218","X",71423116,71424238,3
"SRR5398217","X",73679325,73681116,2
"SRR5398217","X",75098941,75114834,2
"SRR5398216","X",75098941,75114834,9
"SRR5398214","X",75098941,75114834,5
"SRR5398217","X",76147252,76148456,11
"SRR5398216","X",76147252,76148456,15
"SRR5398218","X",76147252,76148456,8
"SRR5398217","X",77557450,77593849,1
"SRR5398216","X",77557450,77593849,2
"SRR5398214","X",77557450,77593849,1
"SRR5398217","X",77829030,77830895,4
"SRR5398216","X",77829030,77830895,2
"SRR5398217","X",80289663,80310233,2
"SRR5398216","X",80289663,80310233,7
"SRR5398217","X",80699956,80704846,1
"SRR5398214","X",80699956,80704846,1
"SRR5398218","X",80699956,80704846,1
"SRR5398217","X",84148041,84164387,2
"SRR5398216","X",84148041,84164387,1
"SRR5398217","X",84321841,84361612,2
"SRR5398216","X",84321841,84361612,2
"SRR5398217","X",85345859,85367766,1
"SRR5398214","X",85345859,85367766,1
"SRR5398217","X",91414903,91418867,2
"SRR5398216","X",91414903,91418867,2
"SRR5398215","X",91414903,91418867,2
"SRR5398217","X",96735757,96763120,9
"SRR5398216","X",96735757,96763120,15
"SRR5398214","X",96735757,96763120,3
"SRR5398217","X",96912327,96918617,1
"SRR5398217","X",97348117,97353891,2
"SRR5398217","X",102839800,102905737,8
"SRR5398216","X",102839800,102905737,16
"SRR5398217","X",102865041,102884808,2
"SRR5398217","X",107029126,107030315,5
"SRR5398216","X",107029126,107030315,2
"SRR5398215","X",107029126,107030315,1
"SRR5398217","X",107916001,107917649,2
"SRR5398217","X",108128780,108150297,1
"SRR5398217","X",108192580,108193627,1
"SRR5398217","X",110020351,110144876,3
"SRR5398216","X",110020351,110144876,2
"SRR5398215","X",110020351,110144876,3
"SRR5398217","X",110020351,110173453,1
"SRR5398217","X",110046356,110144876,1
"SRR5398217","X",110067346,110144876,1
"SRR5398214","X",110067346,110144876,1
"SRR5398217","X",110264488,110279274,1
"SRR5398217","X",118542724,118561517,1
"SRR5398217","X",119410189,119419344,4
"SRR5398217","X",119625334,119633492,1
"SRR5398217","X",119629317,119629721,2
"SRR5398217","X",119931935,119932216,1
"SRR5398216","X",119931935,119932216,2
"SRR5398215","X",119931935,119932216,1
"SRR5398214","X",119931935,119932216,4
"SRR5398217","X",120285126,120294051,2
"SRR5398217","X",120567424,120567512,1
"SRR5398217","X",123265487,123268356,2
"SRR5398214","X",123265487,123268356,1
"SRR5398217","X",123638042,123645375,1
"SRR5398217","X",123888618,123892773,2
"SRR5398215","X",123888618,123892773,1
"SRR5398218","X",123888618,123892773,1
"SRR5398217","X",124039675,124042645,2
"SRR5398218","X",124039675,124042645,2
"SRR5398217","X",129315179,129315575,1
"SRR5398217","X",136012957,136016758,4
"SRR5398216","X",136012957,136016758,12
"SRR5398214","X",136012957,136016758,3
"SRR5398213","X",140783174,140784659,2
"SRR5398217","X",140783174,140784659,5
"SRR5398216","X",140783174,140784659,32
"SRR5398217","X",149496345,149496516,1
"SRR5398217","X",150795417,150814936,1
"SRR5398217","X",153702006,153704094,2
"SRR5398214","X",153702006,153704094,1
"SRR5398213","X",155545095,155548224,1
"SRR5398217","X",155545095,155548224,7
"SRR5398216","X",155545095,155548224,4
"SRR5398215","X",155545095,155548224,4
"SRR5398214","X",155545095,155548224,2
"SRR5398217","Y",3058656,3111348,2
"SRR5398217","Y",3079283,3111348,1
"SRR5398215","Y",3079283,3111348,2
"SRR5398214","Y",3079283,3111348,6
"SRR5398217","Y",5030898,5100707,1
"SRR5398217","Y",7090088,7100850,1
"SRR5398217","Y",12686512,12709543,3
"SRR5398218","Y",12686512,12709543,3
"SRR5398217","Y",12699416,12709543,3
"SRR5398217","Y",12702009,12709543,2
"SRR5398215","Y",12702009,12709543,1
"SRR5398217","Y",13393858,13470229,1
"SRR5398217","Y",13403782,13449066,1
"SRR5398214","Y",13403782,13449066,2
"SRR5398217","Y",14701038,14723269,3
"SRR5398215","Y",14701038,14723269,3
"SRR5398214","Y",14701038,14723269,3
"SRR5398217","Y",18838751,18877205,1
"SRR5398217","Y",18839181,18850905,1
"SRR5398217","Y",18912367,18933475,3
"SRR5398215","Y",18912367,18933475,2
"SRR5398214","Y",18912367,18933475,1
"SRR5398218","Y",18912367,18933475,3
"SRR5398217","Y",18927075,18932841,3
"SRR5398215","Y",18927075,18932841,1
"SRR5398218","Y",18927075,18932841,1
"SRR5398217","Y",18927075,18933475,4
"SRR5398215","Y",18927075,18933475,2
"SRR5398217","Y",18932742,18933475,10
"SRR5398215","Y",18932742,18933475,17
"SRR5398214","Y",18932742,18933475,2
"SRR5398218","Y",18932742,18933475,11
"SRR5398217","Y",19041369,19045288,5
"SRR5398215","Y",19041369,19045288,5
"SRR5398214","Y",19041369,19045288,4
"SRR5398218","Y",19041369,19045288,9
"SRR5398217","Y",19041369,19045291,4
"SRR5398215","Y",19041369,19045291,3
"SRR5398214","Y",19041369,19045291,2
"SRR5398218","Y",19041369,19045291,5
"SRR5398217","Y",19732583,19741488,1
"SRR5398217","1",1668326,1671629,1
"SRR5398216","1",1668326,1671629,1
"SRR5398217","1",3844906,3845351,1
"SRR5398216","1",3844906,3845351,11
"SRR5398214","1",3844906,3845351,3
"SRR5398217","1",8465924,8557523,1
"SRR5398216","1",8465924,8557523,8
"SRR5398214","1",8465924,8557523,1
"SRR5398217","1",10261904,10291161,1
"SRR5398217","1",10267379,10268263,2
"SRR5398216","1",10267379,10268263,14
"SRR5398215","1",10267379,10268263,1
"SRR5398214","1",10267379,10268263,1
"SRR5398218","1",10267379,10268263,2
"SRR5398217","1",15911100,15916279,1
"SRR5398216","1",15911100,15916279,4
"SRR5398214","1",15911100,15916279,10
"SRR5398217","1",30974650,30974802,1
"SRR5398217","1",32187953,32190249,1
"SRR5398216","1",32187953,32190249,6
"SRR5398214","1",32187953,32190249,4
"SRR5398218","1",32187953,32190249,4
"SRR5398217","1",46309100,46310316,1
"SRR5398216","1",46309100,46310316,5
"SRR5398215","1",46309100,46310316,1
"SRR5398218","1",46309100,46310316,1
"SRR5398217","1",54665166,54670929,1
"SRR5398217","1",55121435,55125758,1
"SRR5398217","1",83076140,83096977,1
"SRR5398217","1",85838584,85849406,1
"SRR5398216","1",85838584,85849406,2
"SRR5398218","1",85838584,85849406,1
"SRR5398217","1",85874648,85877175,1
"SRR5398213","1",94638436,94732437,1
"SRR5398217","1",94638436,94732437,1
"SRR5398217","1",98691074,98701903,2
"SRR5398216","1",98691074,98701903,4
"SRR5398214","1",98691074,98701903,1
"SRR5398217","1",107683487,107705061,2
"SRR5398216","1",107683487,107705061,7
"SRR5398215","1",107683487,107705061,1
"SRR5398217","1",107688380,107777296,1
"SRR5398217","1",109345750,109355469,3
"SRR5398217","1",113908008,113908191,1
"SRR5398218","1",113908008,113908191,1
"SRR5398217","1",114733731,114736855,1
"SRR5398217","1",149655698,149661089,2
"SRR5398216","1",149655698,149661089,5
"SRR5398217","1",150960562,150962158,2
"SRR5398216","1",150960562,150962158,1
"SRR5398215","1",150960562,150962158,2
"SRR5398218","1",150960562,150962158,2
"SRR5398217","1",153693197,153693324,1
"SRR5398217","1",154212319,154213946,1
"SRR5398216","1",154212319,154213946,1
"SRR5398215","1",154212319,154213946,2
"SRR5398218","1",154212319,154213946,4
"SRR5398217","1",154213892,154214574,1
"SRR5398215","1",154213892,154214574,2
"SRR5398217","1",155674684,155679512,2
"SRR5398216","1",155674684,155679512,1
"SRR5398215","1",155674684,155679512,1
"SRR5398218","1",155674684,155679512,1
"SRR5398217","1",155675009,155680456,6
"SRR5398216","1",155675009,155680456,9
"SRR5398215","1",155675009,155680456,1
"SRR5398214","1",155675009,155680456,3
"SRR5398217","1",155776394,155784089,1
"SRR5398217","1",155813633,155814449,1
"SRR5398216","1",155813633,155814449,6
"SRR5398215","1",155813633,155814449,6
"SRR5398214","1",155813633,155814449,1
"SRR5398218","1",155813633,155814449,1
"SRR5398217","1",178883465,178886120,1
"SRR5398214","1",178883465,178886120,1
"SRR5398217","1",179117331,179118764,2
"SRR5398216","1",179117331,179118764,2
"SRR5398215","1",179117331,179118764,1
"SRR5398217","1",179131310,179131481,3
"SRR5398216","1",179131310,179131481,4
"SRR5398215","1",179131310,179131481,1
"SRR5398218","1",179131310,179131481,3
"SRR5398217","1",186345579,186346287,1
"SRR5398217","1",186388441,186394015,1
"SRR5398214","1",186388441,186394015,1
"SRR5398217","1",211422538,211426283,1
"SRR5398214","1",211422538,211426283,1
"SRR5398217","1",220579353,220598379,1
"SRR5398217","1",224231225,224268133,1
"SRR5398217","1",226961376,226965737,1
"SRR5398217","10",5768212,5773941,1
"SRR5398215","10",5768212,5773941,1
"SRR5398218","10",5768212,5773941,1
"SRR5398217","10",5785851,5800705,1
"SRR5398216","10",5785851,5800705,11
"SRR5398214","10",5785851,5800705,1
"SRR5398218","10",5785851,5800705,1
"SRR5398217","10",13280975,13295606,1
"SRR5398214","10",13280975,13295606,2
"SRR5398217","10",15821655,15847943,2
"SRR5398216","10",15821655,15847943,32
"SRR5398214","10",15821655,15847943,2
"SRR5398217","10",24219625,24381067,1
"SRR5398214","10",24219625,24381067,1
"SRR5398217","10",32451591,32491997,1
"SRR5398217","10",46794726,46798168,6
"SRR5398216","10",46794726,46798168,8
"SRR5398214","10",46794726,46798168,2
"SRR5398218","10",46794726,46798168,2
"SRR5398217","10",93676652,93687449,4
"SRR5398216","10",93676652,93687449,22
"SRR5398215","10",93676652,93687449,2
"SRR5398214","10",93676652,93687449,1
"SRR5398217","10",94554125,94558195,1
"SRR5398217","10",98429572,98431291,1
"SRR5398217","10",121870005,121924329,1
"SRR5398216","10",121870005,121924329,12
"SRR5398215","10",121870005,121924329,1
"SRR5398218","10",121870005,121924329,6
"SRR5398217","10",125749411,125753845,1
"SRR5398216","10",125749411,125753845,1
"SRR5398217","11",294098,294196,1
"SRR5398217","11",830713,830839,1
"SRR5398217","11",830713,830840,1
"SRR5398215","11",830713,830840,2
"SRR5398217","11",11950363,11955164,1
"SRR5398217","11",17145667,17145942,2
"SRR5398216","11",17145667,17145942,19
"SRR5398215","11",17145667,17145942,4
"SRR5398214","11",17145667,17145942,3
"SRR5398218","11",17145667,17145942,12
"SRR5398217","11",58610949,58611054,1
"SRR5398213","11",65864613,65864691,1
"SRR5398217","11",65864613,65864691,1
"SRR5398215","11",65864613,65864691,2
"SRR5398214","11",65864613,65864691,1
"SRR5398218","11",65864613,65864691,14
"SRR5398217","11",67608551,67609635,3
"SRR5398216","11",67608551,67609635,1
"SRR5398217","11",73707419,73716362,1
"SRR5398215","11",73707419,73716362,3
"SRR5398214","11",73707419,73716362,8
"SRR5398218","11",73707419,73716362,1
"SRR5398217","11",77958745,77961138,1
"SRR5398217","11",85981744,85996929,1
"SRR5398216","11",85981744,85996929,5
"SRR5398218","11",85981744,85996929,1
"SRR5398217","11",103311877,103323990,1
"SRR5398216","11",103311877,103323990,5
"SRR5398217","11",113202378,113214511,3
"SRR5398216","11",113202378,113214511,3
"SRR5398217","11",121478117,121497049,1
"SRR5398217","11",124117496,124117875,1
"SRR5398217","11",125575262,125575931,1
"SRR5398218","11",125575262,125575931,1
"SRR5398217","12",1371832,1408247,1
"SRR5398214","12",1371832,1408247,3
"SRR5398217","12",10713210,10715783,1
"SRR5398216","12",10713210,10715783,2
"SRR5398215","12",10713210,10715783,1
"SRR5398214","12",10713210,10715783,1
"SRR5398218","12",10713210,10715783,1
"SRR5398217","12",12079298,12079738,1
"SRR5398217","12",12158828,12165295,1
"SRR5398217","12",27671430,27674221,4
"SRR5398216","12",27671430,27674221,1
"SRR5398214","12",27671430,27674221,2
"SRR5398218","12",27671430,27674221,4
"SRR5398217","12",38760846,38776301,1
"SRR5398216","12",38760846,38776301,10
"SRR5398214","12",38760846,38776301,5
"SRR5398217","12",50462581,50467120,1
"SRR5398215","12",50462581,50467120,3
"SRR5398218","12",50462581,50467120,3
"SRR5398217","12",54281794,54284317,3
"SRR5398217","12",54340546,54343316,1
"SRR5398217","12",55800561,55803728,3
"SRR5398215","12",55800561,55803728,2
"SRR5398214","12",55800561,55803728,1
"SRR5398217","12",57595887,57598062,1
"SRR5398217","12",57718992,57719182,1
"SRR5398217","12",63608615,63621337,2
"SRR5398216","12",63608615,63621337,3
"SRR5398218","12",63608615,63621337,4
"SRR5398217","12",95494055,95496098,1
"SRR5398216","12",95494055,95496098,5
"SRR5398214","12",95494055,95496098,1
"SRR5398217","12",110018344,110025823,2
"SRR5398216","12",110018344,110025823,2
"SRR5398214","12",110018344,110025823,5
"SRR5398218","12",110018344,110025823,1
"SRR5398217","12",110127359,110163065,1
"SRR5398216","12",110127359,110163065,6
"SRR5398217","12",111933885,111938210,1
"SRR5398216","12",111933885,111938210,2
"SRR5398215","12",111933885,111938210,1
"SRR5398214","12",111933885,111938210,1
"SRR5398218","12",111933885,111938210,1
"SRR5398217","12",112264089,112265983,1
"SRR5398217","12",120198759,120198853,2
"SRR5398215","12",120198759,120198853,1
"SRR5398218","12",120198759,120198853,1
"SRR5398217","12",121799846,121801808,1
"SRR5398215","12",121799846,121801808,1
"SRR5398213","13",19705661,19709599,1
"SRR5398217","13",19705661,19709599,4
"SRR5398216","13",19705661,19709599,4
"SRR5398215","13",19705661,19709599,10
"SRR5398214","13",19705661,19709599,6
"SRR5398218","13",19705661,19709599,1
"SRR5398217","13",28174271,28176559,2
"SRR5398217","13",32517856,32537027,1
"SRR5398217","13",44577177,44577258,1
"SRR5398217","13",45338686,45339602,1
"SRR5398217","13",46692535,46695017,1
"SRR5398217","13",49075288,49075364,1
"SRR5398217","13",60439687,60510755,1
"SRR5398216","13",60439687,60510755,1
"SRR5398217","13",100262728,100425731,1
"SRR5398217","13",113585849,113585965,1
"SRR5398217","14",22905605,22911403,1
"SRR5398217","14",24266429,24268619,2
"SRR5398216","14",24266429,24268619,6
"SRR5398214","14",24266429,24268619,3
"SRR5398217","14",24292183,24292330,1
"SRR5398217","14",31156839,31169468,2
"SRR5398216","14",31156839,31169468,5
"SRR5398218","14",31156839,31169468,2
"SRR5398217","14",37787467,37796947,1
"SRR5398215","14",37787467,37796947,1
"SRR5398214","14",37787467,37796947,3
"SRR5398217","14",49725685,49729548,1
"SRR5398216","14",49725685,49729548,1
"SRR5398218","14",49725685,49729548,1
"SRR5398217","14",49802452,49803294,1
"SRR5398216","14",49802452,49803294,4
"SRR5398217","14",49862549,49862849,8
"SRR5398216","14",49862549,49862849,10
"SRR5398214","14",49862549,49862849,4
"SRR5398217","14",50174453,50204409,1
"SRR5398217","14",50485577,50486194,1
"SRR5398216","14",50485577,50486194,6
"SRR5398214","14",50485577,50486194,1
"SRR5398218","14",50485577,50486194,2
"SRR5398217","14",55653558,55658614,1
"SRR5398217","14",57235710,57247712,1
"SRR5398216","14",57235710,57247712,1
"SRR5398217","14",66824473,67023675,1
"SRR5398217","14",73651166,73671597,1
"SRR5398216","14",73651166,73671597,2
"SRR5398217","14",74889094,74889952,1
"SRR5398214","14",74889094,74889952,1
"SRR5398218","14",74889094,74889952,2
"SRR5398217","14",76171842,76195972,1
"SRR5398217","14",96520054,96528006,2
"SRR5398216","14",96520054,96528006,8
"SRR5398214","14",96520054,96528006,1
"SRR5398217","15",22534067,22534243,2
"SRR5398216","15",22534067,22534243,4
"SRR5398215","15",22534067,22534243,2
"SRR5398214","15",22534067,22534243,3
"SRR5398218","15",22534067,22534243,5
"SRR5398217","15",22534067,22539247,2
"SRR5398216","15",22534067,22539247,3
"SRR5398217","15",23030884,23037152,1
"SRR5398216","15",23030884,23037152,5
"SRR5398217","15",28655494,28655691,1
"SRR5398214","15",28655494,28655691,1
"SRR5398217","15",41562547,41565141,2
"SRR5398216","15",41562547,41565141,4
"SRR5398214","15",41562547,41565141,1
"SRR5398217","15",43558794,43564992,1
"SRR5398217","15",49235850,49319805,1
"SRR5398216","15",49235850,49319805,2
"SRR5398217","15",50010844,50047464,2
"SRR5398217","15",50634381,50639548,1
"SRR5398216","15",50634381,50639548,3
"SRR5398214","15",50634381,50639548,1
"SRR5398217","15",65554886,65558731,1
"SRR5398216","15",65554886,65558731,3
"SRR5398217","15",72045723,72046634,1
"SRR5398216","15",72045723,72046634,20
"SRR5398214","15",72045723,72046634,2
"SRR5398218","15",72045723,72046634,4
"SRR5398217","15",74640465,74656068,1
"SRR5398217","15",82240417,82252775,1
"SRR5398217","15",85662387,85682212,2
"SRR5398216","15",85662387,85682212,5
"SRR5398214","15",85662387,85682212,1
"SRR5398217","15",85734991,85736134,2
"SRR5398217","16",3979115,3983440,3
"SRR5398216","16",3979115,3983440,10
"SRR5398214","16",3979115,3983440,2
"SRR5398218","16",3979115,3983440,1
"SRR5398217","16",15727000,15727022,2
"SRR5398217","16",19616113,19629820,1
"SRR5398216","16",19616113,19629820,1
"SRR5398214","16",19616113,19629820,2
"SRR5398217","16",19735352,19788922,1
"SRR5398215","16",19735352,19788922,1
"SRR5398217","16",25128474,25151615,5
"SRR5398216","16",25128474,25151615,12
"SRR5398214","16",25128474,25151615,1
"SRR5398217","16",29087333,29102139,1
"SRR5398217","16",53439015,53447106,2
"SRR5398214","16",53439015,53447106,2
"SRR5398217","16",58475611,58495008,1
"SRR5398217","16",70500957,70510021,1
"SRR5398217","16",71894720,71924817,1
"SRR5398217","16",72540577,72570515,1
"SRR5398217","16",81900611,81905507,1
"SRR5398216","16",81900611,81905507,2
"SRR5398217","17",551871,601896,1
"SRR5398217","17",1050049,1100735,1
"SRR5398214","17",1050049,1100735,3
"SRR5398217","17",2292551,2292977,1
"SRR5398215","17",2292551,2292977,1
"SRR5398218","17",2292551,2292977,2
"SRR5398217","17",3761012,3763960,1
"SRR5398217","17",15545784,15555364,1
"SRR5398217","17",18865468,18923984,1
"SRR5398217","17",19931804,19958571,1
"SRR5398217","17",42231999,42232137,1
"SRR5398217","17",42720272,42720449,3
"SRR5398217","17",45510243,45513289,1
"SRR5398217","17",48849251,48851177,1
"SRR5398217","17",49732279,49732720,3
"SRR5398216","17",49732279,49732720,4
"SRR5398217","17",51047374,51056482,1
"SRR5398217","17",63805070,63806654,1
"SRR5398214","17",63805070,63806654,1
"SRR5398218","17",63805070,63806654,1
"SRR5398217","17",77307140,77402703,1
"SRR5398217","18",688573,706578,1
"SRR5398216","18",688573,706578,2
"SRR5398215","18",688573,706578,2
"SRR5398217","18",3164277,3176134,1
"SRR5398217","18",9931809,9945058,1
"SRR5398217","18",23515855,23516423,1
"SRR5398216","18",23515855,23516423,2
"SRR5398215","18",23515855,23516423,2
"SRR5398214","18",23515855,23516423,1
"SRR5398217","18",32065901,32066009,2
"SRR5398217","18",50276377,50277204,1
"SRR5398217","18",56779430,56816144,1
"SRR5398216","18",56779430,56816144,7
"SRR5398214","18",56779430,56816144,1
"SRR5398217","18",57611636,57615975,1
"SRR5398216","18",57611636,57615975,10
"SRR5398215","18",57611636,57615975,1
"SRR5398217","19",10168329,10177367,1
"SRR5398216","19",10168329,10177367,6
"SRR5398215","19",10168329,10177367,2
"SRR5398217","19",10461003,10461999,1
"SRR5398217","19",13332868,13334493,1
"SRR5398217","19",13912322,13913638,1
"SRR5398216","19",13912322,13913638,1
"SRR5398215","19",13912322,13913638,4
"SRR5398214","19",13912322,13913638,1
"SRR5398217","19",18742909,18747114,1
"SRR5398217","19",23374637,23374764,8
"SRR5398216","19",23374637,23374764,8
"SRR5398215","19",23374637,23374764,4
"SRR5398214","19",23374637,23374764,1
"SRR5398218","19",23374637,23374764,8
"SRR5398217","19",32899856,32918339,1
"SRR5398216","19",32899856,32918339,3
"SRR5398215","19",32899856,32918339,1
"SRR5398217","19",34319906,34333801,1
"SRR5398217","19",40705095,40705447,1
"SRR5398216","19",40705095,40705447,12
"SRR5398215","19",40705095,40705447,2
"SRR5398214","19",40705095,40705447,1
"SRR5398217","19",41479080,41479284,1
"SRR5398216","19",41479080,41479284,1
"SRR5398217","19",48149762,48151339,2
"SRR5398216","19",48149762,48151339,1
"SRR5398215","19",48149762,48151339,2
"SRR5398214","19",48149762,48151339,8
"SRR5398217","19",52574076,52576021,2
"SRR5398215","19",52574076,52576021,1
"SRR5398214","19",52574076,52576021,1
"SRR5398213","19",52618935,52635153,1
"SRR5398217","19",52618935,52635153,7
"SRR5398216","19",52618935,52635153,11
"SRR5398215","19",52618935,52635153,2
"SRR5398214","19",52618935,52635153,4
"SRR5398218","19",52618935,52635153,6
"SRR5398217","19",52808006,52818031,1
"SRR5398213","19",52888126,52890328,1
"SRR5398217","19",52888126,52890328,3
"SRR5398216","19",52888126,52890328,2
"SRR5398214","19",52888126,52890328,1
"SRR5398218","19",52888126,52890328,2
"SRR5398217","19",53372214,53375896,1
"SRR5398215","19",53372214,53375896,1
"SRR5398217","19",56407025,56414440,2
"SRR5398216","19",56407025,56414440,2
"SRR5398215","19",56407025,56414440,3
"SRR5398218","19",56407025,56414440,2
"SRR5398217","2",10644319,10659250,1
"SRR5398218","2",10644319,10659250,2
"SRR5398217","2",26273650,26277160,1
"SRR5398216","2",26273650,26277160,1
"SRR5398214","2",26273650,26277160,2
"SRR5398218","2",26273650,26277160,4
"SRR5398217","2",27668842,27675692,2
"SRR5398216","2",27668842,27675692,2
"SRR5398218","2",27668842,27675692,2
"SRR5398217","2",29121373,29133816,1
"SRR5398217","2",32630522,32678922,2
"SRR5398217","2",32633875,32678922,2
"SRR5398217","2",33020908,33021206,1
"SRR5398215","2",33020908,33021206,5
"SRR5398214","2",33020908,33021206,1
"SRR5398218","2",33020908,33021206,11
"SRR5398217","2",33280038,33347510,1
"SRR5398217","2",38315283,38319019,2
"SRR5398216","2",38315283,38319019,9
"SRR5398214","2",38315283,38319019,2
"SRR5398218","2",38315283,38319019,2
"SRR5398217","2",44201185,44209327,1
"SRR5398216","2",44201185,44209327,8
"SRR5398214","2",44201185,44209327,2
"SRR5398218","2",44201185,44209327,2
"SRR5398217","2",53808298,53813073,1
"SRR5398217","2",55262315,55263865,1
"SRR5398217","2",61223059,61227218,1
"SRR5398216","2",61223059,61227218,1
"SRR5398213","2",61499712,61502310,1
"SRR5398217","2",61499712,61502310,5
"SRR5398216","2",61499712,61502310,3
"SRR5398214","2",61499712,61502310,2
"SRR5398217","2",61883458,61885072,3
"SRR5398216","2",61883458,61885072,2
"SRR5398215","2",61883458,61885072,1
"SRR5398214","2",61883458,61885072,3
"SRR5398218","2",61883458,61885072,1
"SRR5398217","2",62747394,62771392,2
"SRR5398216","2",62747394,62771392,10
"SRR5398215","2",62747394,62771392,1
"SRR5398214","2",62747394,62771392,9
"SRR5398218","2",62747394,62771392,6
"SRR5398217","2",63313247,63382094,2
"SRR5398214","2",63313247,63382094,1
"SRR5398218","2",63313247,63382094,1
"SRR5398217","2",63981645,63984019,1
"SRR5398216","2",63981645,63984019,2
"SRR5398214","2",63981645,63984019,1
"SRR5398217","2",71355718,71380565,1
"SRR5398216","2",71355718,71380565,4
"SRR5398218","2",71355718,71380565,1
"SRR5398217","2",71679056,71682677,1
"SRR5398213","2",88782733,88782925,1
"SRR5398217","2",88782733,88782925,1
"SRR5398216","2",88782733,88782925,11
"SRR5398218","2",88782733,88782925,2
"SRR5398217","2",94832006,94838843,1
"SRR5398217","2",97198585,97198658,1
"SRR5398216","2",97198585,97198658,3
"SRR5398214","2",97198585,97198658,1
"SRR5398217","2",97813970,97818721,1
"SRR5398216","2",97813970,97818721,22
"SRR5398217","2",98635221,98640001,1
"SRR5398217","2",101262538,101262691,1
"SRR5398218","2",101262538,101262691,1
"SRR5398217","2",111824965,111878971,1
"SRR5398217","2",113455555,113455643,1
"SRR5398216","2",113455555,113455643,6
"SRR5398215","2",113455555,113455643,1
"SRR5398217","2",121401508,121458975,1
"SRR5398217","2",152132113,152135603,1
"SRR5398216","2",152132113,152135603,2
"SRR5398217","2",169607103,169608758,1
"SRR5398218","2",169607103,169608758,1
"SRR5398217","2",177232011,177232391,1
"SRR5398217","2",178436144,178445535,1
"SRR5398217","2",182986170,182989186,1
"SRR5398217","2",186668761,186675927,1
"SRR5398216","2",186668761,186675927,2
"SRR5398217","2",189741341,189744788,2
